"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie  Mellon University (CMU)","(Computer Science - Machine Learning), Masters (F17)","Rejected via E-mail on 17 Feb 2017 Undergrad GPA: 3.89GRE General (V/Q/W): 169/167/4.50GRE Subject: n/a","A","17 Feb 2017","Non-CS bachelor's from a large, mediocre state university."
"Carnegie  Mellon University (CMU)","(Computer Science - Machine Learning), Masters (F17)","Rejected via E-mail on 17 Feb 2017 Undergrad GPA: 3.93GRE General (V/Q/W): 165/170/5.00GRE Subject: n/a","U","17 Feb 2017",""
"Carnegie Mellon University (CMU)","(Computer Science - Machine Learning), Masters (F17)","Accepted via E-mail on 17 Feb 2017 ","I","17 Feb 2017",""
"Carnegie  Mellon University","(Computer Science - Machine Learning), PhD (F17)","Other via Other on 17 Feb 2017 ","A","17 Feb 2017","Anyone still waiting on Machine Learning PhD or Masters from CMU? I feel like if it is this late I am probably rejected, but I have heard nothing from the Machine Learning department."
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute - MS), Masters (F17)","Rejected via E-mail on 13 Feb 2017 Undergrad GPA: 3.60GRE General (V/Q/W): 159/168/3.00GRE Subject: n/a","I","16 Feb 2017","Good projects, 2 years research experience, experience at robotics startup, good LORs, top undergraduate school. Disappointed!."
"Carnegie  Mellon University (CMU)","Computer Science (Language Technologies Institute), PhD (F17)","Rejected via E-mail on 16 Feb 2017 ","I","16 Feb 2017",""
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), PhD (F17)","Rejected via Website on 13 Feb 2017 Undergrad GPA: 3.70GRE General (V/Q/W): 170/158/5.50GRE Subject: n/a","A","14 Feb 2017",""
"Carnegie  Mellon University (CMU)","Computer Science - Robotics, PhD (F17)","Rejected via E-mail on 13 Feb 2017 ","A","13 Feb 2017",""
"Carnegie Mellon  University (CMU)","Computer Science - Robotics, Masters (F17)","Rejected via E-mail on 13 Feb 2017 Undergrad GPA: 3.67GRE General (V/Q/W): 156/165/4.00GRE Subject: n/a","I","13 Feb 2017","Have a bachelors in ME. A startup in EE and 1 year experience in AI."
"Carnegie  Mellon University (CMU)","Computer Science - Robotics, Masters (F17)","Rejected via E-mail on 13 Feb 2017 Undergrad GPA: n/aGRE General (V/Q/W): 153/165/3.50GRE Subject: n/a","I","13 Feb 2017","I regret to inform you that you have not been admitted to the M.S. in Robotics research program at Carnegie Mellon University.  Our admissions committee scrutinizes applications to identify and compose a group with best potential for cutting-edge robotics research in our institute.  We can support only a limited number of new students, about 45, yet we received over 675 applications this year.  Many applicants have strong qualifications and will likely go on to successful careers in robotics.  I wish you the best in your future endeavors."
"Carnegie  Mellon University (CMU)","Computer Science - Robotics, PhD (F17)","Rejected via E-mail on 13 Feb 2017 Undergrad GPA: 3.93GRE General (V/Q/W): 158/167/4.00GRE Subject: n/a","I","13 Feb 2017","Same generic rejection e-mail, ""25 of 650 applicants were accepted"" etc. Also wasn't able to check the status of my application from the online application website."
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), PhD (F17)","Rejected via E-mail on 13 Feb 2017 ","U","13 Feb 2017","Disappointment!"
"Carnegie Mellon  University (CMU)","Computer Science (CS) Robotics, Masters (F17)","Rejected via E-mail on 13 Feb 2017 ","O","13 Feb 2017",""
"Carnegie  Mellon University (CMU)","Computer Science(Robotics), Masters (F17)","Rejected via E-mail on 13 Feb 2017 Undergrad GPA: n/aGRE General (V/Q/W): 167/155/4.50GRE Subject: n/a","I","13 Feb 2017","With two research internships in labs and one in R&D of MNC. All related to robotics. Dream school. Feeling sad :("
"Carnegie  Mellon University (CMU)","Computer Science (robotics Institute), PhD (F16)","Rejected via E-mail on 13 Feb 2017 ","A","13 Feb 2017",""
"Carnegie  Mellon University (CMU)","Computer Science (CS) Robotics, PhD (F17)","Rejected via E-mail on 13 Feb 2017 ","A","13 Feb 2017",""
"Carnegie  Mellon University (CMU)","Computer Science - Robotics, PhD (F17)","Rejected via E-mail on 13 Feb 2017 ","I","13 Feb 2017","Generic rejection e-mail like the post below but what baffles me is that I am unable to see the status of the application on logging in for as long as I have been checking since last week of Jan; actually I cannot even see the submitted application. Did anyone else face the same issue? I kept on mailing them to address this, but received no response. Finally, they send the rejection letter. Rejection was expected but at least could have made the status check work for me in the online application!"
"Carnegie Mellon University","Computer Science - Robotics, PhD (F17)","Rejected via E-mail on 13 Feb 2017 ","A","13 Feb 2017",""
"Carnegie  Mellon University","Computer Science LTI, Masters (F17)","Accepted via E-mail on 2 Jan 2017 ","I","12 Feb 2017",""
"Carnegie Mellon  University (CMU)","Computer Science (Language Technologies Institute), Masters (F17)","Rejected via E-mail on 31 Jan 2017 ","I","12 Feb 2017",""
"Carnegie Mellon University (CMU) - Institute For Software Research","Computer Science - Software Engineering, PhD (F17)","Other via Other on 11 Feb 2017 ","I","11 Feb 2017","I'm an Iranian applicant. I'm waiting for the result. The delay is not just about CMU, but other universities."
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science - Robotics, Masters (F17)","Wait listed via E-mail on 9 Feb 2017 Undergrad GPA: 3.72GRE General (V/Q/W): 162/167/4.00GRE Subject: n/a","I","9 Feb 2017",""
"Carnegie Mellon  University (CMU)","Computer Science - Robotics, Masters (F17)","Wait listed via E-mail on 9 Feb 2017 ","","9 Feb 2017","To those admitted, congratulations! Would be really helpful if any one planning to go elsewhere would let them know soon. Many thanks."
"Carnegie  Mellon University (CMU)","Computer Science - Robotics, Masters (F17)","Wait listed via E-mail on 9 Feb 2017 Undergrad GPA: n/aGRE General (V/Q/W): 158/170/4.00GRE Subject: n/a","I","9 Feb 2017",""
"Carnegie Mellon University (CMU)","Computer Science - Societial Computing, PhD (F17)","Wait listed via E-mail on 8 Feb 2017 ","I","9 Feb 2017","If you have been admitted to this program but still have a better choice, please reject this admission so that I can be moved to accept to societal computing. Thanks!"
"Carnegie Mellon University ( CMU )","Computer Science (Robotics, Masters (F17)","Accepted via E-mail on 8 Feb 2017 ","I","8 Feb 2017","4 publications (2 first-author in top conferences, 2 second-author), multiple robotic challenge experiences, 1 research intern"
"Carnegie Mellon SCS","Computer Science MS In Robotics, Masters (F17)","Accepted via E-mail on 7 Feb 2017 Undergrad GPA: n/aGRE General (V/Q/W): 163/170/5.00GRE Subject: n/a","A","8 Feb 2017","2 publications"
"Carnegie  Mellon University (CMU)","(Computer Science - Machine Learning), PhD (F17)","Other via Other on 7 Feb 2017 ","O","7 Feb 2017","Acceptances were distributed last week. I am waiting for a rejection letter."
"Carnegie  Mellon University (CMU)","(Computer Science), PhD (F17)","Other via Other on 7 Feb 2017 ","I","7 Feb 2017","To the poster below, Nope not all but there were a lot of acceptances in the past week I'm not sure if they send rejections after acceptances or alongside"
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F17)","Other via Other on 6 Feb 2017 ","U","6 Feb 2017","Has anyone heard from the Societal Computing program?"
"Carnegie Mellon (CMU) LTI","Computer Science (Language Technologies Institute), Masters (F17)","Rejected via E-mail on 31 Jan 2017 Undergrad GPA: 4.00GRE General (V/Q/W): 161/170/5.00GRE Subject: n/a","I","6 Feb 2017",""
"Carnegie  Mellon University (CMU)","(Computer Science, PhD (F17)","Other via E-mail on 5 Feb 2017 ","I","5 Feb 2017","To the poster below about ACO program at CMU, I have applied to ACO, got admitted to PhD in CS. POI told that I can change it to ACO if I want to."
"Carnegie  Mellon University (CMU)","(Computer Science), PhD (F17)","Other via Other on 4 Feb 2017 ","O","4 Feb 2017","Does anyone know if the results for CMU's ACO program is out yet or not? Did they send the results alongside the main CS program?"
"Carnegie Mellon University (CMU) - Institute For Software Research","Computer Science - Software Engineering, PhD (F17)","Other via Other on 4 Feb 2017 ","A","4 Feb 2017","To the poster below: Did you receive email from the department or POI? Did you have an interview?"
"Carnegie Mellon University (CMU)","Master Of Science In Computer Vision (MSCV), Masters (F17)","Accepted via E-mail on 4 Feb 2017 ","I","4 Feb 2017","2 paper submission, 1 strong LOR from a CMU professor, 2 CV-related research internship, 1 AI-related internship at Microsoft"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F17)","Accepted via Phone on 30 Jan 2017 Undergrad GPA: 3.89GRE General (V/Q/W): 167/170/5.00GRE Subject: n/a","A","3 Feb 2017","Strong LORs and one (not first-author) publication at a top-tier systems conference."
"Carnegie  Mellon University","(Computer Science - Software Engineering), PhD (F17)","Accepted via E-mail on 23 Jan 2017 ","A","3 Feb 2017",""
"Carnegie Mellon (CMU) LTI","(Computer Science, PhD (F17)","Rejected via E-mail on 1 Feb 2017 ","I","3 Feb 2017",""
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science - Robotics, PhD (F17)","Accepted via E-mail on 2 Feb 2017 Undergrad GPA: 4.94GRE General (V/Q/W): 166/170/3.50GRE Subject: n/a","I","3 Feb 2017",""
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science, PhD (F17)","Accepted via E-mail on 2 Feb 2017 ","U","2 Feb 2017",""
"Carnegie Mellon University (CMU) - CSD","(Computer Science, PhD (F17)","Accepted via E-mail on 1 Feb 2017 ","I","2 Feb 2017","Email from POI & CSD. No interview."
"Carnegie  Mellon University (CMU)","Computer Science (Robotics Institute), PhD (F17)","Accepted via Phone on 2 Jan 2017 Undergrad GPA: 3.82GRE General (V/Q/W): 153/170/4.50GRE Subject: n/a","I","2 Feb 2017","No publications. No bachelor's degree in CS but 6 months of robotics experience in a top US university. Only 1 very strong LOR and a very good match with POI. Don't give up!"
"Carnegie Mellon University (CMU) - Institute For Software Research","(Computer Science - Software Engineering), PhD (F17)","Other via Other on 2 Feb 2017 ","I","2 Feb 2017","Has anyone heard from Institute for Software Research at CMU? If yes please comment here."
"Carnegie  Mellon University (CMU)","(Computer Science - Machine Learning), PhD (F17)","Accepted via E-mail on 2 Jan 2017 Undergrad GPA: n/aGRE General (V/Q/W): 155/170/4.00GRE Subject: n/a","I","2 Feb 2017","No interview. High GPA, some publications (including 2nd author in top journal), olympiads, internship in US. Offer letter mentions Graduate Fellowship. But terms and conditions also mention TA requirements. These are contradictory. Can someone clarify?"
"Carnegie Mellon  University (CMU)","Computer Science, PhD (F17)","Other via Other on 2 Feb 2017 ","U","2 Feb 2017","my friends at CMU CS PhD, anyone get interviewed or accepted for PL or Security?"
"Carnegie Mellon (CMU) LTI","(Computer Science, PhD (F17)","Accepted via E-mail on 27 Jan 2017 Undergrad GPA: 3.83GRE General (V/Q/W): 167/168/5.00GRE Subject: n/a","U","2 Feb 2017","Internal candidate (MLT)"
"Carnegie Mellon University (CMU) - Robotics Institute","Computer Science - Robotics, PhD (F17)","Accepted via Other on 1 Feb 2017 Undergrad GPA: 3.93GRE General (V/Q/W): 161/170/4.50GRE Subject: n/a","A","1 Feb 2017","One small publication, 4 very strong LORs all from CMU"
"Carnegie Mellon (CMU) LTI","Computer Science, Masters (F17)","Accepted via E-mail on 1 Feb 2017 ","I","1 Feb 2017","My first graduate admission offer! I accept it  (2 publications)"
"Carnegie Mellon University - Computer Science Department","(Computer Science, PhD (F17)","Accepted via E-mail on 1 Feb 2017 Undergrad GPA: 4.00GRE General (V/Q/W): 169/170/5.00GRE Subject: n/a","A","1 Feb 2017","Area is theory, with funding for program duration"
"Carnegie Mellon  University (CMU)","(Computer Science, PhD (F17)","Accepted via E-mail on 1 Feb 2017 ","","1 Feb 2017","Second admit. No publications, very strong LORs."
"Carnegie  Mellon University (CMU)","Computer Science, PhD (F17)","Accepted via E-mail on 1 Feb 2017 ","U","1 Feb 2017","Personalized email with funding information in a PDF attachment"
"Carnegie Mellon (CMU) LTI","(Computer Science, PhD (F17)","Accepted via E-mail on 1 Feb 2017 ","U","1 Feb 2017","6 pub, 5 first author, 3 top tier"
"Carnegie Mellon (CMU) LTI","(Computer Science, PhD (F17)","Rejected via E-mail on 1 Feb 2017 ","A","1 Feb 2017","Accepted to the Masters program in language technologies without funding"
"Carnegie Mellon University (CMU)","Computer Science - Language Technologies, Masters (F17)","Accepted via E-mail on 1 Feb 2017 Undergrad GPA: 3.84GRE General (V/Q/W): 152/170/3.00GRE Subject: n/a","I","1 Feb 2017","2nd admission of the season; have better offer to go"
"Carnegie Mellon (CMU) LTI","Computer Science Language Technologies Institute, Masters (F17)","Accepted via E-mail on 1 Feb 2017 ","I","1 Feb 2017","First offer of the season!!!"
"Carnegie  Mellon University (CMU)","Computer Science, Language Technologies Institute (LTI), Masters (F17)","Accepted via E-mail on 1 Feb 2017 Undergrad GPA: 3.92GRE General (V/Q/W): 164/170/4.00GRE Subject: n/a","I","1 Feb 2017","Strong recommendation letters, no research experience"
"Carnegie Mellon  University (CMU)","Computer Science LTI, PhD (F17)","Rejected via E-mail on 1 Feb 2017 ","A","1 Feb 2017","6 top tier publications, 5+ years industry experience, hold a MS degree from another US school"
"Carnegie Mellon (CMU) LTI","Computer Science, PhD (F17)","Rejected via E-mail on 1 Feb 2017 ","U","1 Feb 2017","1 publication, 1 internship, 2 years entrepreneur experience"
"Carnegie Mellon  University (CMU)","(Computer Science, PhD (F17)","Accepted via E-mail on 31 Jan 2017 ","I","1 Feb 2017","Confirmation Email from POI. Had interview with him a couple of weeks back. Field : Theory."
"Carnegie  Mellon University (CMU)","Computer Science - Language Technology Institute, PhD (F17)","Rejected via E-mail on 1 Feb 2017 ","I","1 Feb 2017",""
"Carnegie Mellon (CMU) LTI","(Computer Science, PhD (F17)","Rejected via E-mail on 1 Feb 2017 ","U","1 Feb 2017",""
"Carnegie  Mellon University","(Computer Science) MLT, LTI, PhD (F17)","Rejected via E-mail on 1 Feb 2017 ","U","1 Feb 2017","generic rejection email. Good luck to all of us!!!"
"Carnegie Mellon (CMU) LTI","(Computer Science, PhD (F17)","Rejected via E-mail on 1 Feb 2017 Undergrad GPA: 3.85GRE General (V/Q/W): 161/168/4.50GRE Subject: n/a","I","1 Feb 2017",""
"Carnegie Mellon University (CMU)","Computer Science - Machine Learning, PhD (F17)","Accepted via E-mail on 31 Jan 2017 Undergrad GPA: 3.84GRE General (V/Q/W): 152/170/3.00GRE Subject: n/a","I","1 Feb 2017","No M.S. degree; Two 1st-authored top conference ML papers; Three very strong (I think) recommendation letters. First AD of this season and it's CMU! Super excited!"
"Carnegie Mellon  University (CMU)","(Computer Science - Machine Learning), PhD (F17)","Accepted via E-mail on 31 Jan 2017 Undergrad GPA: 3.57GRE General (V/Q/W): 170/168/5.00GRE Subject: n/a","","31 Jan 2017","No publications, but did my undergrad there so the professors know me. Also had 1-2 VERY strong letters of recommendation."
