"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"University Of Illinois Urbana Champaign (UIUC)","Computer Science (CS), PhD (F11)","Other via E-mail on 15 Feb 2011 ","O","15 Feb 2011","received following response from them, when asked about status
""Our committee is still reviewing applications and all decisions will be sent by March 15."""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), PhD (F11)","Accepted via E-mail on 8 Feb 2011 ","I","8 Feb 2011","Interview on Jan 23. Got an unofficial email from Prof. Roy Campbell. Relieved!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F11)","Accepted via E-mail on 4 Feb 2011 Undergrad GPA: 3.75GRE General (V/Q/W): 720/800/4.00GRE Subject: n/a","I","4 Feb 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F11)","Accepted via E-mail on 3 Feb 2011 ","","3 Feb 2011","first admit of the season! Relieved :D"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 22 Jan 2011 ","I","29 Jan 2011","Recipient of International Fulbright Science and Technology Award for PhD"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 13 Jan 2011 ","I","27 Jan 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)"," via E-mail on 20 Jan 2011 Undergrad GPA: 3.90GRE General (V/Q/W): 710/800/5.00GRE Subject: n/a","I","27 Jan 2011","3.9, 800-710-5 GRE, 2 international publications, IMO Bronze Medalist"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 27 Jan 2011 ","I","27 Jan 2011","Bless all SJTUers!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 26 Jan 2011 ","I","26 Jan 2011","interviewed at Jan 18th, 2011. RAship"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 26 Jan 2011 ","U","26 Jan 2011","RAship"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 12 Jan 2011 ","I","22 Jan 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), MS, Masters (F11)","Accepted via E-mail on 20 Jan 2011 ","A","20 Jan 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 13 Jan 2011 ","I","14 Jan 2011","it's a girl! :)"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 11 Jan 2011 ","I","14 Jan 2011","lucky on me, bless all & myself"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 13 Jan 2011 ","A","13 Jan 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 13 Jan 2011 ","I","13 Jan 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 12 Jan 2011 ","A","12 Jan 2011","Same poster as below. After posting the last result, they accepted me!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Other via E-mail on 12 Jan 2011 ","A","12 Jan 2011","Contacted me for some more information"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 11 Jan 2011 ","I","12 Jan 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 11 Jan 2011 Undergrad GPA: 4.00GRE General (V/Q/W): 640/800/5.50GRE Subject: n/a","A","11 Jan 2011","1 journal pub, 3 conference pubs under review"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F11)","Accepted via E-mail on 11 Jan 2011 ","A","11 Jan 2011",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","U","23 Mar 2010","UIUC?"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 19 Mar 2010 ","U","20 Mar 2010","Yay!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 17 Mar 2010 ","U","17 Mar 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","I","16 Mar 2010","That's the end of the season for me. 3 out of 8 isn't so bad I guess!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 16 Mar 2010 ","I","16 Mar 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (AI / Artificial Life), PhD (F10)","Rejected via E-mail on 16 Mar 2010 ","I","16 Mar 2010","Yesterday was my first date in my life. After coming home, I've seen 2 rejections from UIUC, UCSD. Should I be sad or happy?"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","A","15 Mar 2010","Don't understand why"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010","Lol"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","A","15 Mar 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010","Finally received the batch rejection, although as expected"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","A","15 Mar 2010","Damn."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 Undergrad GPA: n/aGRE General (V/Q/W): 610/790/4.50GRE Subject: n/a","I","15 Mar 2010","Damn... Really wanted to go there :'("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 700/790/4.00GRE Subject: n/a","I","15 Mar 2010","0 for 4. I'm officially rejected across the board. It's been a learning experience and I'll improve my application and apply again next year to a broader range of schools."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010","Mass reject. I wanted to get through. :-("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","A","15 Mar 2010","too cold anyway."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 Undergrad GPA: n/aGRE General (V/Q/W): 640/800/4.00GRE Subject: n/a","I","15 Mar 2010","Another Reject. Damn it all."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010","As expected"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 Undergrad GPA: 3.50GRE General (V/Q/W): 620/800/4.50GRE Subject: n/a","I","15 Mar 2010","5th reject out of 5 :( no grad school for me"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 800/470/3.50GRE Subject: n/a","I","15 Mar 2010","Rejected by all 7 schools applied out of top 10 in CS :("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 Undergrad GPA: 3.67GRE General (V/Q/W): 690/800/0.00GRE Subject: 810","A","15 Mar 2010","0-and-2 of 4 now; so it goes!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010","More than expected!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","","15 Mar 2010","I knew it. :("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via E-mail on 15 Mar 2010 ","A","15 Mar 2010","Expected."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 15 Mar 2010 ","U","15 Mar 2010","Finally got the mass reject - been expecting this since the slew of acceptances in Feb"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","U","15 Mar 2010","Berkeley, MIT, Stanford, CMU...and now UIUC.......hey this is exact US news order for me........what next????? UT Austin?"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via E-mail on 15 Mar 2010 ","I","15 Mar 2010","After Toronto and Brown, now UIUC :("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Rejected via Other on 25 Feb 2010 ","I","25 Feb 2010","If you have not heard back from them, you are likely rejected."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Accepted via E-mail on 10 Feb 2010 ","I","25 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Accepted via E-mail on 19 Feb 2010 ","I","19 Feb 2010","Accepted to Online MCS Program. 1st accept after 3 rejects. 9 yrs exp."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Accepted via E-mail on 19 Feb 2010 Undergrad GPA: 3.40GRE General (V/Q/W): 610/800/4.50GRE Subject: n/a","A","19 Feb 2010","4 yrs experience in one of the major tech companies"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 18 Feb 2010 ","I","18 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via Other on 12 Feb 2010 ","","12 Feb 2010","By myself - I think it has taken long enough now to wait for the batch reject...:D"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 21 Jan 2010 Undergrad GPA: 3.80GRE General (V/Q/W): 680/800/4.50GRE Subject: n/a","A","10 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 9 Feb 2010 ","U","10 Feb 2010","full funding"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 9 Feb 2010 ","I","10 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 8 Oct 2009 ","U","10 Feb 2010","Currently a UIUC undergrad, was invited for automatic Phd admission."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via Other on 9 Feb 2010 ","I","9 Feb 2010","I emailed a professor and he said all theory phd decisions have been made and if you haven't heard back its not good news."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Accepted via E-mail on 5 Feb 2010 ","A","6 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Accepted via E-mail on 5 Feb 2010 ","I","6 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Accepted via E-mail on 5 Feb 2010 ","I","5 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 5 Feb 2010 ","I","5 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","I","2 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","A","2 Feb 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Rejected via Other on 26 Jan 2010 ","U","26 Jan 2010","by myself"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 26 Jan 2010 ","I","26 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 26 Jan 2010 Undergrad GPA: 3.77GRE General (V/Q/W): 580/800/5.50GRE Subject: n/a","U","26 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 25 Jan 2010 ","U","26 Jan 2010","Got an email from the professor I contacted. He told me they reviewed my application today and decided to admit."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","I","24 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","I","22 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","I","20 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 Undergrad GPA: 3.90GRE General (V/Q/W): 450/800/4.00GRE Subject: 880","I","19 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 15 Jan 2010 ","A","18 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F10)","Accepted via E-mail on 12 Jan 2010 ","I","17 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 13 Jan 2010 Undergrad GPA: 3.21GRE General (V/Q/W): 510/800/0.00GRE Subject: n/a","A","13 Jan 2010","3 years work experience"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","A","13 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","A","12 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F10)","Accepted via E-mail on 12 Jan 2010 ","A","12 Jan 2010",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 6 Apr 2009 ","I","6 Apr 2009","My dream flys away....got other offer anyway"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 4 Apr 2009 ","I","4 Apr 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 3 Jan 2009 ","I","3 Apr 2009","It is my first choice."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via Other on 2 Apr 2009 ","O","2 Apr 2009","Is there anyone who did not get any results from UIUC ? :( 
Please answer ... ;)
"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science & Electrical Engineering, Masters (?)","Rejected via E-mail on 2 Apr 2009 ","I","2 Apr 2009","I thank all the universities that rejected me... 

And yeah.. Arsenal still rocks..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","A","2 Apr 2009","Surprise surprise."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","A","1 Apr 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via Other on 1 Apr 2009 ","I","1 Apr 2009","no accept , no reject yet !!!!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","I","1 Apr 2009","It takes so long for the rejection!!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","I","1 Apr 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","I","1 Apr 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via Other on 1 Apr 2009 ","I","1 Apr 2009","Has anyone still not got any message from UIUC? No rej + no ad, what the hell are they doing?"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","U","1 Apr 2009","My 3rd rejection. no acceptances so far. :("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","I","31 Mar 2009","This rejection comes at last."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","sad"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","I","31 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","U","31 Mar 2009","applied 11 rejected 10... this sucks"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2009 ","I","31 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","Dhisshiiiyaaa....."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","Similiar to the other dude ""due to space limitations and a very large number of exceptional applicants"". So they made us wait so long to reject all of us? I am wondering if anyone is accepted in this round at all..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","No surprises !
- an exceptional applicant ;)
"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","U","31 Mar 2009","So far 4 rejects, I acceptance"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","Ah finally!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","Applied to 6 univs ... got rejected from all 6. :S"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), PhD (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","Due to space limitations and a very large number of exceptional applicants... also :( I heard they cut admissions to about half...."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 31 Mar 2009 ","I","31 Mar 2009","Due to space limitations and a very large number of exceptional applicants"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via Other on 25 Mar 2009 ","U","25 Mar 2009","fu**ing waiting. any guys knows anything?
"
"USC, UCI, UCSD, UIUC, Columbia","Computer Science, PhD (?)","Other via Other on 25 Mar 2009 ","O","25 Mar 2009","C'mon gimme my damn rejections..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 14 Mar 2009 ","I","21 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 17 Feb 2009 ","I","17 Mar 2009","Departmental assistantship with guaranteed funding for 4 years"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Other via E-mail on 16 Mar 2009 ","I","17 Mar 2009","Wait till the first week of April..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 14 Mar 2009 ","I","16 Mar 2009","rej... sigh.."
"University Of Illinois, Urbana Champaign (UIUC)","Electrical Engineering & Computer Science (EECS), PhD (?)","Accepted via E-mail on 16 Mar 2009 ","A","16 Mar 2009","No funding as yet - I was told I missed the fellowships, have a possible RA, and cannot try for a TA until semester 2 because I will already have a masters."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Other via E-mail on 16 Mar 2009 ","I","16 Mar 2009","Wait till the first week of April...so I paid them a hefty application fee so that they can sit back and relax...why don't they have a strict deadline for these things?"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Other via E-mail on 15 Mar 2009 ","I","16 Mar 2009","Got an email to wait till first week of April also. I can't wait that long ;-)"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via E-mail on 15 Mar 2009 ","I","16 Mar 2009","Got an email which is the same as other guys. ""Our Admissions Committee is still in the process of reviewing applications and will not have decisions until the first week of April."""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via E-mail on 15 Mar 2009 ","","15 Mar 2009","Does this mean I am on some sort of waiting list ? -----\""Thank you for your interest ...We apologize for this delay and appreciate your patience.  Thank you and have a wonderful week!\"""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via E-mail on 15 Mar 2009 ","I","15 Mar 2009","Thank you for your interest in the computer science graduate programs at Illinois.  Our Admissions Committee is still in the process of reviewing applications and will not have decisions until the first week of April.  We apologize for this delay and appreciate your patience.  Thank you and have a wonderful week!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 14 Mar 2009 ","I","15 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 14 Mar 2009 ","I","15 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 14 Mar 2009 ","I","14 Mar 2009","6th motherf***ing reject, i am sick of this sh**, what the hell is going on?"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Other via Other on 14 Mar 2009 ","I","14 Mar 2009","still waiting. emailed them and they replied back ""Our committee is finalizing their reviews and we are planning on sending emails with all decisions no later than March 15, 2009."""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via Other on 14 Mar 2009 ","I","14 Mar 2009","I haven't heard anything from UIUC after submission either. I hope this is not a bad sign..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 14 Mar 2009 ","I","14 Mar 2009",":("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 14 Mar 2009 ","I","13 Mar 2009","I used to look forward to that so much... Sigh..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Other via Other on 14 Mar 2009 ","I","13 Mar 2009","is anyone still waiting for UIUC... I have not heard anything from them after sumbission..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 14 Mar 2009 ","I","13 Mar 2009","""We are unfortunately unable to recommend many well-qualified students for the program... Please note that the department policy is not to communicate the individual reasons for its decision."" Yet with no reason again..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 13 Mar 2009 ","I","13 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 14 Mar 2009 ","I","13 Mar 2009","Sob Sob"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 13 Mar 2009 ","I","13 Mar 2009","w/e."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science (CS), Masters (?)","Rejected via E-mail on 13 Mar 2009 ","I","13 Mar 2009","-_-"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 13 Mar 2009 ","I","13 Mar 2009","Disappointment."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 13 Mar 2009 ","U","13 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via E-mail on 13 Mar 2009 ","I","13 Mar 2009","Kind of expected??"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 18 Feb 2009 ","A","5 Mar 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Accepted via E-mail on 5 Mar 2009 ","I","4 Mar 2009","yahhhhhooooo!!! With open funding from department :) 4 Admits in 2 days
"
"University Of Illinois, Urbana Champaign (UIUC)","Computer  Science - Formal Methods, PhD (?)","Accepted via E-mail on 4 Mar 2009 ","I","4 Mar 2009","With RA. One of my Dream univs...."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 28 Jan 2009 ","I","21 Feb 2009","Sooner than what I expected  :)"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 11 Feb 2009 ","A","19 Feb 2009","theory and systems"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 30 Jan 2009 ","I","8 Feb 2009","Official Email"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Accepted via E-mail on 8 Feb 2009 ","I","8 Feb 2009","A prof mailed me to let me know. He is offering me an RA. Else i m probably getting a TA...woohoo!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 15 Nov 2009 ","I","5 Feb 2009","Got RA support from 2 professors."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Accepted via E-mail on 27 Jan 2009 ","I","4 Feb 2009",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 22 Jan 2009 ","A","31 Jan 2009","Funding guaranteed for 4 years"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Accepted via E-mail on 25 Jan 2009 ","I","25 Jan 2009","Professor contacted me for an RA. No official notification from the university though."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Accepted via E-mail on 24 Jan 2009 ","I","25 Jan 2009","Assistantship, but specific type will be known only after my having accepted the offer"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 21 Mar 2008 ","I","14 May 2008",":("
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 23 Apr 2008 ","I","22 Apr 2008","The mail was sent out at March 13, but I receive it JUST NOW..."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 22 Apr 2008 ","I","21 Apr 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 2 Apr 2008 ","I","2 Apr 2008",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via E-mail on 1 Apr 2008 ","I","1 Apr 2008","Emailed mkelley@uiuc.edu to get the response."
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (?)","Rejected via Postal Service on 29 Mar 2008 ","I","30 Mar 2008","Stupid! They rejected because I didn't send my transcript from my previous university, that I took less than 10 subjects, and I didn't even transfer one of those subjects. And that university is located somewhere in Mars, I don't even have access to them!"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (?)","Rejected via Postal Service on 28 Mar 2008 ","I","28 Mar 2008",""
