"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Boston University School Of Theology","Theology, PhD (F17)","Wait listed via Other on 27 Feb 2017 Undergrad GPA: 3.78GRE General (V/Q/W): 158/168/5.00GRE Subject: n/a♦","A","27 Feb 2017","made mistakes. This stat is right not the one below. And GPA is from M.Div (my undergrad gpa is much lower) Waitlisted UNC Chapel hill, BU SoT and (probably SMU). Accepted GTU, CGU and PTS. Rejected many (5)"
"Boston University School Of Theology","Theology, PhD (F17)","Wait listed via Other on 27 Feb 2017 Undergrad GPA: 3.87GRE General (V/Q/W): 168/158/5.00GRE Subject: n/a♦","A","27 Feb 2017","Waitlisted UNC Chapel hill, BU SoT and (probably SMU). Accepted GTU, CGU and PTS. Rejected many (5)"
"Boston University","Biomedical Sciences PiBS, PhD (F17)","Accepted via E-mail on 26 Feb 2017 ","I","27 Feb 2017","First choice and I accepted. So thrilled!"
"Boston University School Of Education BU SED","EdM In TESOL, Other (F17)","Accepted via E-mail on 26 Feb 2017 Undergrad GPA: 3.78GRE General (V/Q/W): 160/167/5.00GRE Subject: n/a♦","A","26 Feb 2017","Accepted with $33,000 scholarship!"
"Boston University (BU)","Anthropology (Biological), PhD (F17)","Wait listed via E-mail on 24 Feb 2017 Undergrad GPA: 3.88GRE General (V/Q/W): 165/157/5.00GRE Subject: n/a♦","A","26 Feb 2017","Wait listed after Skype interview earlier in February."
"Boston University","English, PhD (F17)","Rejected via E-mail on 25 Feb 2017 ","A","26 Feb 2017","Rejected from PhD but offered partially funded MA. 1r/0w/3tbd"
"The University Of Massachusetts Boston","Historical Archaeology, Masters (F17)","Accepted via E-mail on 25 Feb 2017 ","A","25 Feb 2017","Half-time assistantship offered"
"Boston University (BU)","Sociology, Masters (F17)","Accepted via E-mail on 24 Feb 2017 Undergrad GPA: 3.70GRE General (V/Q/W): 170/151/5.00GRE Subject: n/a♦","A","24 Feb 2017",""
"Boston University (BU) & Northeastern","Master Of Architecture, Masters (F17)","Accepted via E-mail on 24 Feb 2017 ","I","24 Feb 2017","I am still waiting to see if I can get any financial aid"
"University Of Massachusetts Boston","Applied Linguistics, PhD (F17)","Other via Other on 24 Feb 2017 ","A","24 Feb 2017","To the poster below: No, I haven't received an e-mail. As a matter of fact, I don't below UMass Boston sends notification via e-mail. After having logged in on their website using the application # (sent in an email following my application submission) and self-selected password, I read that they have sent out letters via snail mail. Best of luck to you!"
"University Of Massachusetts - Boston (UMass Boston)","Creative Writing  (Poetry), MFA, MFA (F17)","Accepted via E-mail on 23 Feb 2017 ","A","24 Feb 2017","1a/0w/3r Don't give up. 3 apps still out"
"The University Of Massachusetts Boston","Applied Linguistics, PhD (F17)","Other via Other on 23 Feb 2017 ","U","23 Feb 2017","To the poster below: did you receive any email or anything? Can you PM me please? I was the one who started the topic ""Applied linguistics 2017"". Thank you."
"Boston University","Anthropology, PhD (F17)","Rejected via E-mail on 23 Feb 2017 ","A","23 Feb 2017","Standard email as below. This was my second year applying to their Sociocultural Anthropology program. Good luck everyone!"
"Boston University (BU)","(Sociocultural) Anthropology, PhD (F17)","Rejected via E-mail on 23 Feb 2017 ","I","23 Feb 2017","Standard rejection letter mentioning that there were too many applicants for the amount of spaces available."
"University Of Massachusetts Boston","Applied Linguistics, PhD (F17)","Accepted via Website on 23 Feb 2017 ","A","23 Feb 2017","Just followed the lead of the poster before me and checked the website. I'm very excited!"
"The University Of Massachusetts Boston","Applied Linguistics, PhD (F17)","Accepted via Website on 23 Feb 2017 ","U","23 Feb 2017","Just randomly checked the website. OMG! I cannot believe it!!!!! No email with the details yet, but I am still very happy."
"Boston University","Biostatistics, PhD (F17)","Rejected via E-mail on 23 Feb 2017 ","U","23 Feb 2017","very sad......."
"Boston University","Epidemiology, PhD (F17)","Accepted via E-mail on 23 Feb 2017 ","A","23 Feb 2017",""
"Boston University","Program In Biological Science (PiBS), PhD (F17)","Wait listed via E-mail on 22 Feb 2017 Undergrad GPA: 3.50GRE General (V/Q/W): 166/158/4.50GRE Subject: n/a♦","A","23 Feb 2017",""
"Boston University - School Of Public Health","Health Services And Systems Research, Masters (F17)","Accepted via E-mail on 21 Feb 2017 Undergrad GPA: 3.00GRE General (V/Q/W): 170/163/5.00GRE Subject: n/a♦","A","21 Feb 2017","Poor undergrad GPA, 5 years work experience post-grad, good GREs, good LORs, good SOP. good luck all!"
"Boston University","Physics, PhD (F17)","Rejected via E-mail on 21 Feb 2017 ","A","21 Feb 2017",""
"Boston University","Physics, PhD (F17)","Rejected via E-mail on 21 Feb 2017 Undergrad GPA: n/aGRE General (V/Q/W): 157/163/4.00GRE Subject: 860♦","A","21 Feb 2017","HEP-Th"
"Boston University (School Of Theology)","Bible (New Testament), PhD (F17)","Rejected via E-mail on 17 Feb 2017 ","U","18 Feb 2017","A bit of a bummer...I visited the school back in November and they told me that the school was going through changes and that acceptance might be difficult for NT students this year. 1a/0w/1r out of 4."
"Boston University (School Of Theology)","Practical Theology, PhD (F17)","Accepted via Phone on 17 Feb 2017 ","U","18 Feb 2017",""
"Boston University","Systems Engineering (LEAP), Masters (F17)","Accepted via E-mail on 16 Feb 2017 Undergrad GPA: 3.80GRE General (V/Q/W): 161/170/5.50GRE Subject: n/a♦","A","17 Feb 2017","Received acceptance email on 2/16/17 along with offer of half-tuition scholarship. Heard back way earlier than expected!"
"Boston University (School Of Theology)","History And Hermeneutics (Church History), PhD (F17)","Accepted via Phone on 17 Feb 2017 Undergrad GPA: 3.85GRE General (V/Q/W): 166/149/4.50GRE Subject: n/a♦","A","17 Feb 2017","No word on funding yet."
"Boston University","Speech, Language, And Hearing Sciences, Masters (F17)","Other via Other on 17 Feb 2017 ","O","17 Feb 2017","Anyone who interviewed with Boston University, what were the names of the people who interviewed you?"
"Boston University School Of Public Health","Infectious Disease MPH, Masters (F17)","Accepted via E-mail on 2 Feb 2017 Undergrad GPA: 3.18GRE General (V/Q/W): 156/156/4.00GRE Subject: n/a♦","A","17 Feb 2017","Gap year of lab research and publications, humanitarian work in Ghana and a strong personal statement. Received 15k scholarship."
"Boston University","Genetic Conseling, Masters (F17)","Interview via E-mail on 17 Feb 2017 Undergrad GPA: 3.81GRE General (V/Q/W): 170/163/4.50GRE Subject: n/a♦","A","17 Feb 2017",""
"Boston University/University Illinois Champaign/Northwestern","Political Science, PhD (F17)","Rejected via Website on 17 Feb 2017 Undergrad GPA: n/aGRE General (V/Q/W): 158/168/4.50GRE Subject: n/a♦","I","17 Feb 2017","Emailed to ask if all decisions had been sent out and then received notification to check portal a few hours later. Very expected but good to know for sure."
"Boston University (BU)","Biostatistics, PhD (F17)","Rejected via E-mail on 17 Feb 2017 ","U","17 Feb 2017","Accepted to MA"
"Boston University (School Of Theology)","Divinity ; MDiv, Masters (F17)","Accepted via Phone on 6 Feb 2017 ","A","16 Feb 2017","Got a phone call from the admissions office and then a follow-up email. Received invitation to merit scholarship consideration process via email on 2/12"
"Boston University School Of Medicine","Program In Biomedical Sciences (PiBS), PhD (F17)","Accepted via E-mail on 6 Feb 2017 Undergrad GPA: 3.60GRE General (V/Q/W): 162/152/5.50GRE Subject: n/a♦","A","16 Feb 2017","Accepted the offer!"
"Boston University (BU)","(Computer Science, PhD (F17)","Accepted via E-mail on 1 Feb 2017 Undergrad GPA: 3.86GRE General (V/Q/W): 158/168/4.50GRE Subject: n/a♦","A","16 Feb 2017","Got in two weeks ago, no interview"
"Boston University","Computer Science, PhD (F17)","Other via Other on 15 Feb 2017 ","A","15 Feb 2017","to the poster below with a Phd admission decision from Boston University and with a low gre score. If you not mind, can you please let us know how much your GRE verbal and GRE quant score. And from which school did you finish your Masters"
"Boston University","Clinical Psychology, PhD (F17)","Accepted via E-mail on 14 Feb 2017 ","","14 Feb 2017","Email from POI that I am his top choice and will receive official letter"
"Boston University - Fredrick S. Pardee School Of Global Studies","International Affairs, Masters (F17)","Accepted via E-mail on 13 Feb 2017 ","A","13 Feb 2017","2yr work experience. Offered small scholarship for each semester."
"Boston University","Sociology, PhD (F17)","Rejected via E-mail on 13 Feb 2017 ","A","13 Feb 2017","Wasn't the best fit, so I totally understand. No hard feelings about this one."
"Boston University","Art History, PhD (F17)","Rejected via E-mail on 13 Feb 2017 ","A","13 Feb 2017",""
"Boston University (BU)","Electrical Engineering, PhD (F17)","Accepted via E-mail on 10 Feb 2017 Undergrad GPA: 3.90GRE General (V/Q/W): 170/162/5.00GRE Subject: 770♦","A","13 Feb 2017",""
"Boston University","( ECE ) Electrical Engineering, PhD (F17)","Other via E-mail on 10 Feb 2017 ","I","11 Feb 2017","To question below: Electro-Physics track, no interviews. No advisor/track specified in the admissions letter, got offered EE fellowship & stipend."
"Boston University","Master Public Health, Masters (F17)","Accepted via E-mail on 11 Feb 2017 Undergrad GPA: 3.96GRE General (V/Q/W): 159/144/5.50GRE Subject: n/a♦","A","11 Feb 2017",""
"Boston University","DrPH, Other (F17)","Accepted via E-mail on 10 Feb 2017 ","","10 Feb 2017","DrPH"
"Boston University - School Of Public Health","Master Of Public Health - Chronic And Non-Communicable Diseases, Masters (F17)","Accepted via E-mail on 9 Feb 2017 ","A","9 Feb 2017",""
"Boston University, Questrom","Strategy, PhD (F17)","Interview via E-mail on 31 Jan 2017 ","U","9 Feb 2017",""
"Boston University, Questrom","Strategy & Innovation, PhD (F17)","Interview via E-mail on 31 Jan 2017 ","U","9 Feb 2017",""
"Boston University - Metropolitan College","Computer Information Systems, Masters (F17)","Accepted via E-mail on 9 Feb 2017 Undergrad GPA: 3.55GRE General (V/Q/W): 154/164/3.00GRE Subject: n/a♦","I","9 Feb 2017",""
"Boston University - School Of Public Health","Biostatistics, Masters (F17)","Accepted via E-mail on 26 Jan 2017 ","","8 Feb 2017",""
"Boston University - Fredrick S. Pardee School Of Global Studies","International Relations & Environmental Policy, Masters (F16)","Accepted via E-mail on 7 Feb 2017 ","I","8 Feb 2017","1 yr w.e., 6 langs, decent gre, good toefl, int'l student"
"The University Of Massachusetts Boston","Clinical And Counseling Psychology, PhD (F17)","Interview via E-mail on 17 Jan 2017 Undergrad GPA: 3.65GRE General (V/Q/W): 160/149/4.00GRE Subject: n/a♦","A","8 Feb 2017","Interview February 17th"
"University Of Massachusetts Boston (UMB)","Clinical Psychology, PhD (F17)","Rejected via E-mail on 3 Feb 2017 ","A","7 Feb 2017","Mass email from Assistant Director on 2/3/17, a more personalized email from Director of Graduate Admissions on 2/7/17 explaining what about my application was insufficient - not enough clinical and/or research assistance."
"Boston University (Sargent)","Speech-Language Pathology, Masters (F17)","Interview via E-mail on 2 Feb 2017 Undergrad GPA: 3.80GRE General (V/Q/W): 159/154/4.00GRE Subject: n/a♦","","7 Feb 2017",""
"Boston University (Sargent)","Comm Sciences, Masters (F17)","Rejected via E-mail on 7 Feb 2017 ","A","7 Feb 2017","E-mail saying I was rejected, had low GRE so not too suprised"
"Boston University - School Of Public Health","MPH, Masters (F17)","Accepted via E-mail on 26 Jan 2017 Undergrad GPA: 3.80GRE General (V/Q/W): 164/156/4.50GRE Subject: n/a♦","A","7 Feb 2017","Also received a 20k merit scholarship"
"Boston University","Biomedical Science (PIBS), PhD (F17)","Accepted via E-mail on 6 Feb 2017 ","I","6 Feb 2017","Got a phone call and an email notifying me of the result. They also told me that most of other acceptances would come out after this Friday. So it's still not a time to freak out for other interviewees, please wait until next week."
"Boston University School Of Medicine","Program In Biomedical Sciences (PiBS), PhD (F17)","Accepted via E-mail on 6 Feb 2017 Undergrad GPA: 3.93GRE General (V/Q/W): 158/170/5.50GRE Subject: n/a♦","A","6 Feb 2017","Interviewed on January 27th."
"Boston University - School Of Public Health","MPH, Other (S17)","Accepted via E-mail on 2 Feb 2017 ","A","6 Feb 2017","Low GREs, Good Undergrad GPA, strong LORs,"
"The University Of Massachusetts Boston","English, Masters (F17)","Accepted via E-mail on 24 Jan 2017 Undergrad GPA: 3.50GRE General (V/Q/W): 168/150/5.50GRE Subject: n/a♦","A","6 Feb 2017","Received this offer a couple of weeks ago but thought I should add in case anyone else is considering the MA program at UMass Boston."
"Boston University (Sargent)","Communicative Sciences And Disorders, Speech-Language Pathology, Masters (F17)","Interview via E-mail on 2 Feb 2017 Undergrad GPA: 3.93GRE General (V/Q/W): 168/160/4.00GRE Subject: n/a♦","A","4 Feb 2017",""
"Boston University (BU)","Systems Engineering, PhD (F17)","Accepted via E-mail on 3 Feb 2017 Undergrad GPA: 3.72GRE General (V/Q/W): 162/142/2.50GRE Subject: n/a♦","I","4 Feb 2017",""
"The University Of Massachusetts Boston","Adult Clinical Psychology, PhD (F17)","Rejected via E-mail on 3 Feb 2017 ","A","3 Feb 2017",""
"The University Of Massachusetts Boston","Clinical Psychology, PhD (F17)","Rejected via E-mail on 3 Feb 2017 ","A","3 Feb 2017","Email from assistant director. Really disappointed because I had a great fit with my POI. But, I am happy with how they handled the whole admissions process- they emailed with updates and kept applicants in the know."
"Boston University","Astronomy, PhD (F17)","Accepted via E-mail on 3 Feb 2017 ","A","3 Feb 2017",""
"Boston University - School Of Public Health","Public Health - Social Justice Human Rights, And Equity, Masters (F17)","Accepted via E-mail on 15 Dec 2016 Undergrad GPA: 3.99GRE General (V/Q/W): 164/157/6.00GRE Subject: n/a♦","A","3 Feb 2017","20K scholarship included"
